,temperature_2m_mean,wind_direction_10m_dominant,precipitation_sum,flood_event,precipitation_sum_lag_1d,temperature_2m_mean_lag_1d,precipitation_sum_lag_2d,temperature_2m_mean_lag_2d,precipitation_sum_lag_3d,temperature_2m_mean_lag_3d,precipitation_sum_rolling_3d,precipitation_sum_rolling_7d,month,day_of_week,day_of_year,week_of_year,is_heavy_rain_today,is_heavy_rain_lag_1d,is_very_heavy_rain_lag_1d,is_3d_rolling_sum_high
2023-05-17,27.655464040765615,296,28.896310477028827,0,68.63610881754217,23.36416084016272,60.21934635544885,25.137418812373433,2.861716678790841,25.281755388572392,131.71717185178184,382.4261832040619,5,2,137,20,0,0,0,0
2023-05-18,27.04812746283826,114,22.941969752196503,0,28.896310477028827,27.655464040765615,68.63610881754217,23.36416084016272,60.21934635544885,25.137418812373433,157.75176565001985,349.4807110251066,5,3,138,20,0,0,0,1
2023-05-19,26.151845948340732,149,24.848275362535695,0,22.941969752196503,27.04812746283826,28.896310477028827,27.655464040765615,68.63610881754217,23.36416084016272,120.47438904676748,309.5410734935988,5,4,139,20,0,0,0,0
2023-05-20,24.87047793426338,203,29.080962108991212,0,24.848275362535695,26.151845948340732,22.941969752196503,27.04812746283826,28.896310477028827,27.655464040765615,76.686555591761,266.3302720828952,5,5,140,20,0,0,0,0
2023-05-21,20.0372179032468,132,24.565510205291275,0,29.080962108991212,24.87047793426338,24.848275362535695,26.151845948340732,22.941969752196503,27.04812746283826,76.87120722372339,237.48468955253406,5,6,141,20,0,0,0,0
2023-05-22,24.256715727648498,266,39.649066940420646,0,24.565510205291275,20.0372179032468,29.080962108991212,24.87047793426338,24.848275362535695,26.151845948340732,78.49474767681818,259.1884830790345,5,0,142,21,0,0,0,0
2023-05-23,26.5491976250227,56,3.8334066700872436,0,39.649066940420646,24.256715727648498,24.565510205291275,20.0372179032468,29.080962108991212,24.87047793426338,93.29553925470312,238.6182036640063,5,1,143,21,0,0,0,0
2023-05-24,27.914547411783886,38,46.59976786361926,0,3.8334066700872436,26.5491976250227,39.649066940420646,24.256715727648498,24.565510205291275,20.0372179032468,68.04798381579914,173.81550151655136,5,2,144,21,0,0,0,0
2023-05-25,25.701333261211914,9,26.657120007701323,0,46.59976786361926,27.914547411783886,3.8334066700872436,26.5491976250227,39.649066940420646,24.256715727648498,90.08224147412713,191.5189589031418,5,3,145,21,0,0,0,0
2023-05-26,23.80979376967898,331,66.6274546844592,0,26.657120007701323,25.701333261211914,46.59976786361926,27.914547411783886,3.8334066700872436,26.5491976250227,77.09029454140781,195.23410915864665,5,4,146,21,0,0,0,0
2023-05-27,26.839193567785095,91,108.48938315265843,0,66.6274546844592,23.80979376967898,26.657120007701323,25.701333261211914,46.59976786361926,27.914547411783886,139.88434255577977,237.01328848057014,5,5,147,21,1,0,0,0
2023-05-28,25.495939222430863,359,54.35559283011136,0,108.48938315265843,26.839193567785095,66.6274546844592,23.80979376967898,26.657120007701323,25.701333261211914,201.77395784481894,316.4217095242374,5,6,148,21,0,1,0,1
2023-05-29,26.632962497382497,228,13.941510769999947,0,54.35559283011136,25.495939222430863,108.48938315265843,26.839193567785095,66.6274546844592,23.80979376967898,229.47243066722896,346.2117921490575,5,0,149,22,0,0,0,1
2023-05-30,25.638205877804406,137,21.145262978568024,0,13.941510769999947,26.632962497382497,54.35559283011136,25.495939222430863,108.48938315265843,26.839193567785095,176.78648675276972,320.50423597863676,5,1,150,22,0,0,0,1
2023-05-31,29.36795256771939,262,36.57905244901811,0,21.145262978568024,25.638205877804406,13.941510769999947,26.632962497382497,54.35559283011136,25.495939222430863,89.44236657867933,337.81609228711756,5,2,151,22,0,0,0,0
2023-06-01,26.497634052140747,138,47.43727893310085,0,36.57905244901811,29.36795256771939,21.145262978568024,25.638205877804406,13.941510769999947,26.632962497382497,71.66582619758606,327.7953768725164,6,3,152,22,0,0,0,0
2023-06-02,25.592490570846863,54,10.639355623553596,0,47.43727893310085,26.497634052140747,36.57905244901811,29.36795256771939,21.145262978568024,25.638205877804406,105.16159436068696,348.5755357979159,6,4,153,22,0,0,0,0
2023-06-03,27.46132550639735,99,52.94353180962113,0,10.639355623553596,25.592490570846863,47.43727893310085,26.497634052140747,36.57905244901811,29.36795256771939,94.65568700567255,292.5874367370103,6,5,154,22,0,0,0,0
2023-06-04,30.980791966673674,223,6.086464877650223,0,52.94353180962113,27.46132550639735,10.639355623553596,25.592490570846863,47.43727893310085,26.497634052140747,111.02016636627556,237.04158539397298,6,6,155,22,0,0,0,0
2023-06-05,28.986044267885664,22,68.09170226010333,0,6.086464877650223,30.980791966673674,52.94353180962113,27.46132550639735,10.639355623553596,25.592490570846863,69.66935231082493,188.77245744151185,6,0,156,23,0,0,0,0
2023-06-06,28.95306715664575,314,47.81121986284847,0,68.09170226010333,28.986044267885664,6.086464877650223,30.980791966673674,52.94353180962113,27.46132550639735,127.12169894737467,242.92264893161524,6,1,157,23,0,0,0,0
2023-06-07,28.40508832232675,233,20.658555104230135,0,47.81121986284847,28.95306715664575,68.09170226010333,28.986044267885664,6.086464877650223,30.980791966673674,121.98938700060202,269.5886058158957,6,2,158,23,0,0,0,0
2023-06-08,29.256881833536667,216,63.364943944309445,0,20.658555104230135,28.40508832232675,47.81121986284847,28.95306715664575,68.09170226010333,28.986044267885664,136.5614772271819,253.6681084711077,6,3,159,23,0,0,0,0
2023-06-09,32.92680250202019,258,37.85962607630603,0,63.364943944309445,29.256881833536667,20.658555104230135,28.40508832232675,47.81121986284847,28.95306715664575,131.83471891138805,269.5957734823163,6,4,160,23,0,0,0,0
2023-06-10,28.912563151344337,235,53.99279742730494,0,37.85962607630603,32.92680250202019,63.364943944309445,29.256881833536667,20.658555104230135,28.40508832232675,121.88312512484559,296.81604393506876,6,5,161,23,0,0,0,0
2023-06-11,27.17866567431405,303,18.02112521442536,0,53.99279742730494,28.912563151344337,37.85962607630603,32.92680250202019,63.364943944309445,29.256881833536667,155.2173674479204,297.86530955275254,6,6,162,23,0,0,0,1
2023-06-12,28.90158867081327,128,29.472786429781287,0,18.02112521442536,27.17866567431405,53.99279742730494,28.912563151344337,37.85962607630603,32.92680250202019,109.87354871803632,309.7999698895277,6,0,163,24,0,0,0,0
2023-06-13,30.02063691672704,242,7.781813148183301,0,29.472786429781287,28.90158867081327,18.02112521442536,27.17866567431405,53.99279742730494,28.912563151344337,101.48670907151157,271.1810540592056,6,1,164,24,0,0,0,0
2023-06-14,29.81343382807551,133,16.04623459528923,0,7.781813148183301,30.02063691672704,29.472786429781287,28.90158867081327,18.02112521442536,27.17866567431405,55.27572479238994,231.1516473445405,6,2,165,24,0,0,0,0
2023-06-15,32.42732493587242,91,30.14125673565595,0,16.04623459528923,29.81343382807551,7.781813148183301,30.02063691672704,29.472786429781287,28.90158867081327,53.300834173253804,226.53932683559958,6,3,166,24,0,0,0,0
2023-06-16,27.31057964972795,158,94.13000218438138,0,30.14125673565595,32.42732493587242,16.04623459528923,29.81343382807551,7.781813148183301,30.02063691672704,53.96930447912847,193.31563962694605,6,4,167,24,1,0,0,0
2023-06-17,27.271032480018434,319,38.00751198517302,0,94.13000218438138,27.31057964972795,30.14125673565595,32.42732493587242,16.04623459528923,29.81343382807551,140.31749351532653,249.58601573502142,6,5,168,24,0,1,0,0
2023-06-18,29.93438776381833,125,39.565585837799325,0,38.00751198517302,27.271032480018434,94.13000218438138,27.31057964972795,30.14125673565595,32.42732493587242,162.27877090521034,233.6007302928895,6,6,169,24,0,0,0,1
2023-06-19,31.077272159208174,120,54.17534393189244,0,39.565585837799325,29.93438776381833,38.00751198517302,27.271032480018434,94.13000218438138,27.31057964972795,171.7031000073537,255.14519091626346,6,0,170,25,0,0,0,1
2023-06-20,31.9605282990784,228,9.166001725838587,0,54.17534393189244,31.077272159208174,39.565585837799325,29.93438776381833,38.00751198517302,27.271032480018434,131.74844175486476,279.84774841837464,6,1,171,25,0,0,0,0
2023-06-21,32.76271684875706,144,44.352813181042684,0,9.166001725838587,31.9605282990784,54.17534393189244,31.077272159208174,39.565585837799325,29.93438776381833,102.90693149553034,281.23193699602996,6,2,172,25,0,0,0,0
2023-06-22,30.333756831567783,347,53.1518180534703,0,44.352813181042684,32.76271684875706,9.166001725838587,31.9605282990784,54.17534393189244,31.077272159208174,107.6941588387737,309.5385155817834,6,3,173,25,0,0,0,0
2023-06-23,28.801931263033172,59,16.00261558205069,0,53.1518180534703,30.333756831567783,44.352813181042684,32.76271684875706,9.166001725838587,31.9605282990784,106.67063296035155,332.5490768995977,6,4,174,25,0,0,0,0
2023-06-24,29.697548166773558,0,43.03652795302011,0,16.00261558205069,28.801931263033172,53.1518180534703,30.333756831567783,44.352813181042684,32.76271684875706,113.50724681656366,254.42169029726702,6,5,175,25,0,0,0,0
2023-06-25,30.076828516858964,12,100.55444136737134,0,43.03652795302011,29.697548166773558,16.00261558205069,28.801931263033172,53.1518180534703,30.333756831567783,112.19096158854109,259.45070626511415,6,6,176,25,1,0,0,0
2023-06-26,31.663683903010888,35,45.39282373894371,0,100.55444136737134,30.076828516858964,43.03652795302011,29.697548166773558,16.00261558205069,28.801931263033172,159.59358490244213,320.43956179468614,6,0,177,26,0,1,0,1
2023-06-27,28.753734192265213,148,68.82988137211308,0,45.39282373894371,31.663683903010888,100.55444136737134,30.076828516858964,43.03652795302011,29.697548166773558,188.98379305933517,311.6570416017374,6,1,178,26,0,0,0,1
2023-06-28,29.19970121922931,54,65.42686716849829,0,68.82988137211308,28.753734192265213,45.39282373894371,31.663683903010888,100.55444136737134,30.076828516858964,214.77714647842814,371.32092124801187,6,2,179,26,0,0,0,1
2023-06-29,30.746377449435784,255,39.69621500781943,0,65.42686716849829,29.19970121922931,68.82988137211308,28.753734192265213,45.39282373894371,31.663683903010888,179.64957227955506,392.3949752354675,6,3,180,26,0,0,0,1
2023-06-30,31.047291655527907,210,0.9423759289457845,0,39.69621500781943,30.746377449435784,65.42686716849829,29.19970121922931,68.82988137211308,28.753734192265213,173.95296354843077,378.93937218981665,6,4,181,26,0,0,0,1
2023-07-01,27.998659882745535,58,58.57145761812041,0,0.9423759289457845,31.047291655527907,39.69621500781943,30.746377449435784,65.42686716849829,29.19970121922931,106.06545810526349,363.8791325367117,7,5,182,26,0,0,0,0
2023-07-02,33.888349055435064,255,52.929590019544285,0,58.57145761812041,27.998659882745535,0.9423759289457845,31.047291655527907,39.69621500781943,30.746377449435784,99.21004855488562,379.41406220181204,7,6,183,26,0,0,0,0
2023-07-03,29.638478835925447,282,30.22101381692473,0,52.929590019544285,33.888349055435064,58.57145761812041,27.998659882745535,0.9423759289457845,31.047291655527907,112.44342356661048,331.78921085398497,7,0,184,27,0,0,0,0
2023-07-04,31.36864694700772,8,8.055852061508414,0,30.22101381692473,29.638478835925447,52.929590019544285,33.888349055435064,58.57145761812041,27.998659882745535,141.72206145458944,316.617400931966,7,1,185,27,0,0,0,0
2023-07-05,27.42569993466181,257,10.521390237579162,0,8.055852061508414,31.36864694700772,30.22101381692473,29.638478835925447,52.929590019544285,33.888349055435064,91.20645589797742,255.8433716213613,7,2,186,27,0,0,0,0
2023-07-06,26.796416048550626,227,21.173867373896854,0,10.521390237579162,27.42569993466181,8.055852061508414,31.36864694700772,30.22101381692473,29.638478835925447,48.7982561160123,200.9378946904422,7,3,187,27,0,0,0,0
2023-07-07,29.685585441558782,241,6.811599872616611,0,21.173867373896854,26.796416048550626,10.521390237579162,27.42569993466181,8.055852061508414,31.36864694700772,39.75110967298441,182.4155470565196,7,4,188,27,0,0,0,0
2023-07-08,31.625821661842412,120,57.12249081860865,0,6.811599872616611,29.685585441558782,21.173867373896854,26.796416048550626,10.521390237579162,27.42569993466181,38.50685748409261,188.28477100019046,7,5,189,27,0,0,0,0
2023-07-09,29.163688203920668,214,69.5211123217865,0,57.12249081860865,31.625821661842412,6.811599872616611,29.685585441558782,21.173867373896854,26.796416048550626,85.10795806512209,186.8358042006787,7,6,190,27,0,0,0,0
2023-07-10,29.161818880015694,2,39.60781134367518,0,69.5211123217865,29.163688203920668,57.12249081860865,31.625821661842412,6.811599872616611,29.685585441558782,133.45520301301175,203.4273265029209,7,0,191,28,0,0,0,0
2023-07-11,32.823281638518424,334,52.395201887783585,0,39.60781134367518,29.161818880015694,69.5211123217865,29.163688203920668,57.12249081860865,31.625821661842412,166.25141448407032,212.81412402967135,7,1,192,28,0,0,0,1
2023-07-12,28.784620734783825,164,56.64451366968323,0,52.395201887783585,32.823281638518424,39.60781134367518,29.161818880015694,69.5211123217865,29.163688203920668,161.52412555324526,257.1534738559465,7,2,193,28,0,0,0,1
2023-07-13,29.500471968445108,120,54.84560636675083,0,56.64451366968323,28.784620734783825,52.395201887783585,32.823281638518424,39.60781134367518,29.161818880015694,148.647526901142,303.2765972880506,7,3,194,28,0,0,0,0
2023-07-14,32.069279069778716,183,57.67284989684652,0,54.84560636675083,29.500471968445108,56.64451366968323,28.784620734783825,52.395201887783585,32.823281638518424,163.88532192421764,336.9483362809045,7,4,195,28,0,0,0,1
2023-07-15,26.17538943661783,196,63.98105018742888,0,57.67284989684652,32.069279069778716,54.84560636675083,29.500471968445108,56.64451366968323,28.784620734783825,169.16296993328058,387.8095863051345,7,5,196,28,0,0,0,1
2023-07-16,31.325232348747523,317,20.72679955633479,0,63.98105018742888,26.17538943661783,57.67284989684652,32.069279069778716,54.84560636675083,29.500471968445108,176.4995064510262,394.66814567395465,7,6,197,28,0,0,0,1
2023-07-17,29.559025036657054,135,52.167560474949276,0,20.72679955633479,31.325232348747523,63.98105018742888,26.17538943661783,57.67284989684652,32.069279069778716,142.38069964061017,345.873832908503,7,0,198,29,0,0,0,0
2023-07-18,30.708278860989402,90,59.45025888334734,0,52.167560474949276,29.559025036657054,20.72679955633479,31.325232348747523,63.98105018742888,26.17538943661783,136.87541021871294,358.4335820397771,7,1,199,29,0,0,0,0
2023-07-19,29.540631679477208,159,164.37762041385128,0,59.45025888334734,30.708278860989402,52.167560474949276,29.559025036657054,20.72679955633479,31.325232348747523,132.34461891463138,365.48863903534084,7,2,200,29,1,0,0,0
2023-07-20,30.995754644496667,9,13.164150753394651,0,164.37762041385128,29.540631679477208,59.45025888334734,30.708278860989402,52.167560474949276,29.559025036657054,275.99543977214785,473.22174577950886,7,3,201,29,0,1,1,1
2023-07-21,32.24738366487607,90,67.0776548616958,0,13.164150753394651,30.995754644496667,164.37762041385128,29.540631679477208,59.45025888334734,30.708278860989402,236.99203005059326,431.54029016615266,7,4,202,29,0,0,0,1
2023-07-22,29.555567971192048,325,46.43627771616607,0,67.0776548616958,32.24738366487607,13.164150753394651,30.995754644496667,164.37762041385128,29.540631679477208,244.6194260289417,440.94509513100195,7,5,203,29,0,0,0,1
2023-07-23,27.566905925051934,253,11.658172550321918,0,46.43627771616607,29.555567971192048,67.0776548616958,32.24738366487607,13.164150753394651,30.995754644496667,126.67808333125649,423.4003226597392,7,6,204,29,0,0,0,0
2023-07-24,29.80026302225825,79,33.08490972268396,0,11.658172550321918,27.566905925051934,46.43627771616607,29.555567971192048,67.0776548616958,32.24738366487607,125.17210512818376,414.33169565372634,7,0,205,30,0,0,0,0
2023-07-25,26.06995697905719,263,24.931522214825787,0,33.08490972268396,29.80026302225825,11.658172550321918,27.566905925051934,46.43627771616607,29.555567971192048,91.17935998917191,395.24904490146093,7,1,206,30,0,0,0,0
2023-07-26,30.49368570875998,69,43.13599767024381,0,24.931522214825787,26.06995697905719,33.08490972268396,29.80026302225825,11.658172550321918,27.566905925051934,69.67460448783163,360.7303082329394,7,2,207,30,0,0,0,0
2023-07-27,34.27078214973,166,26.79023333890105,0,43.13599767024381,30.49368570875998,24.931522214825787,26.06995697905719,33.08490972268396,29.80026302225825,101.15242960775352,239.48868548933197,7,3,208,30,0,0,0,0
2023-07-28,28.292755909659544,330,54.33411127588521,0,26.79023333890105,34.27078214973,43.13599767024381,30.49368570875998,24.931522214825787,26.06995697905719,94.8577532239706,253.1147680748384,7,4,209,30,0,0,0,0
2023-07-29,32.91900543325698,89,57.978254827973366,0,54.33411127588521,28.292755909659544,26.79023333890105,34.27078214973,43.13599767024381,30.49368570875998,124.26034228503003,240.37122448902778,7,5,210,30,0,0,0,0
2023-07-30,27.610546239197145,274,55.006486551181965,0,57.978254827973366,32.91900543325698,54.33411127588521,28.292755909659544,26.79023333890105,34.27078214973,139.10259944275958,251.9132016008351,7,6,211,30,0,0,0,0
2023-07-31,28.080178512645617,120,35.90665722763849,0,55.006486551181965,27.610546239197145,57.978254827973366,32.91900543325698,54.33411127588521,28.292755909659544,167.3188526550405,295.2615156016951,7,0,212,31,0,0,0,1
2023-08-01,27.575285381221555,143,59.553273300299715,0,35.90665722763849,28.080178512645617,55.006486551181965,27.610546239197145,57.978254827973366,32.91900543325698,148.89139860679379,298.08326310664967,8,1,213,31,0,0,0,0
2023-08-02,31.650785759241508,220,58.49239001827015,0,59.553273300299715,27.575285381221555,35.90665722763849,28.080178512645617,55.006486551181965,27.610546239197145,150.46641707912013,332.7050141921236,8,2,214,31,0,0,0,1
2023-08-03,29.731599607931326,269,66.80536911321093,0,58.49239001827015,31.650785759241508,59.553273300299715,27.575285381221555,35.90665722763849,28.080178512645617,153.9523205462083,348.0614065401499,8,3,215,31,0,0,0,1
2023-08-04,28.306501700598485,36,53.94636898039112,0,66.80536911321093,29.731599607931326,58.49239001827015,31.650785759241508,59.553273300299715,27.575285381221555,184.85103243178077,388.07654231445986,8,4,216,31,0,0,0,1
2023-08-05,29.687696429434517,54,62.19576844343007,0,53.94636898039112,28.306501700598485,66.80536911321093,29.731599607931326,58.49239001827015,31.650785759241508,179.24412811187216,387.6888000189657,8,5,217,31,0,0,0,1
2023-08-06,33.306206946638795,255,0.33624773595926194,0,62.19576844343007,29.687696429434517,53.94636898039112,28.306501700598485,66.80536911321093,29.731599607931326,182.94750653703207,391.9063136344224,8,6,218,31,0,0,0,1
2023-08-07,29.930322494772703,2,34.25700196681412,0,0.33624773595926194,33.306206946638795,62.19576844343007,29.687696429434517,53.94636898039112,28.306501700598485,116.47838515978042,337.2360748191997,8,0,219,32,0,0,0,0
2023-08-08,27.76523411300066,105,18.10144583588157,0,34.25700196681412,29.930322494772703,0.33624773595926194,33.306206946638795,62.19576844343007,29.687696429434517,96.7890181462034,335.5864195583754,8,1,220,32,0,0,0,0
2023-08-09,26.674094126316753,182,4.606067623952217,0,18.10144583588157,27.76523411300066,34.25700196681412,29.930322494772703,0.33624773595926194,33.306206946638795,52.69469553865491,294.1345920939572,8,2,221,32,0,0,0,0
2023-08-10,28.84220474193996,23,46.02995155067159,0,4.606067623952217,26.674094126316753,18.10144583588157,27.76523411300066,34.25700196681412,29.930322494772703,56.964515426647864,240.24826969963925,8,3,222,32,0,0,0,0
2023-08-11,29.322905716536443,27,21.69700088454325,0,46.02995155067159,28.84220474193996,4.606067623952217,26.674094126316753,18.10144583588157,27.76523411300066,68.73746501050533,219.47285213709992,8,4,223,32,0,0,0,0
2023-08-12,31.15603848832295,154,60.60016886792852,0,21.69700088454325,29.322905716536443,46.02995155067159,28.84220474193996,4.606067623952217,26.674094126316753,72.33302005916701,187.22348404125205,8,5,224,32,0,0,0,0
2023-08-13,28.898375283491102,308,42.04979057873958,0,60.60016886792852,31.15603848832295,21.69700088454325,29.322905716536443,46.02995155067159,28.84220474193996,128.32712130314331,185.6278844657505,8,6,225,32,0,0,0,0
2023-08-14,32.843624384494184,222,21.27619985711195,0,42.04979057873958,28.898375283491102,60.60016886792852,31.15603848832295,21.69700088454325,29.322905716536443,124.3469603312113,227.3414273085308,8,0,226,33,0,0,0,0
2023-08-15,26.92709844937769,83,2.0782406806812546,0,21.27619985711195,32.843624384494184,42.04979057873958,28.898375283491102,60.60016886792852,31.15603848832295,123.92615930378,214.36062519882864,8,1,227,33,0,0,0,0
2023-08-16,29.973365538479094,150,31.59158962526999,0,2.0782406806812546,26.92709844937769,21.27619985711195,32.843624384494184,42.04979057873958,28.898375283491102,65.40423111653274,198.33742004362833,8,2,228,33,0,0,0,0
2023-08-17,26.360597748200952,61,7.2994837558796135,0,31.59158962526999,29.973365538479094,2.0782406806812546,26.92709844937769,21.27619985711195,32.843624384494184,54.946030163063156,225.3229420449461,8,3,229,33,0,0,0,0
2023-08-18,29.97427647636709,148,42.464737293556006,0,7.2994837558796135,26.360597748200952,31.59158962526999,29.973365538479094,2.0782406806812546,26.92709844937769,40.969314061830815,186.59247425015414,8,4,230,33,0,0,0,0
2023-08-19,35.572492354525075,342,65.52960514723672,0,42.464737293556006,29.97427647636709,7.2994837558796135,26.360597748200952,31.59158962526999,29.973365538479094,81.35581067470557,207.36021065916688,8,5,231,33,0,0,0,0
2023-08-20,33.603937882695654,268,1.4255435961482832,0,65.52960514723672,35.572492354525075,42.464737293556006,29.97427647636709,7.2994837558796135,26.360597748200952,115.2938261966723,212.28964693847507,8,6,232,33,0,0,0,0
2023-08-21,28.053519155411248,146,42.80701988102099,0,1.4255435961482832,33.603937882695654,65.52960514723672,35.572492354525075,42.464737293556006,29.97427647636709,109.41988603694098,171.66539995588377,8,0,233,34,0,0,0,0
2023-08-22,27.23042996990185,205,35.73308707761535,0,42.80701988102099,28.053519155411248,1.4255435961482832,33.603937882695654,65.52960514723672,35.572492354525075,109.76216862440594,193.19621997979283,8,1,234,34,0,0,0,0
2023-08-23,26.787924198546563,95,59.21004834503389,0,35.73308707761535,27.23042996990185,42.80701988102099,28.053519155411248,1.4255435961482832,33.603937882695654,79.96565055478459,226.85106637672695,8,2,235,34,0,0,0,0
2023-08-24,29.26493841856789,220,14.29608401996829,0,59.21004834503389,26.787924198546563,35.73308707761535,27.23042996990185,42.80701988102099,28.053519155411248,137.75015530367017,254.46952509649083,8,3,236,34,0,0,0,0
2023-08-25,29.2596904741122,101,3.531747760707548,0,14.29608401996829,29.26493841856789,59.21004834503389,26.787924198546563,35.73308707761535,27.23042996990185,109.2392194426175,261.4661253605795,8,4,237,34,0,0,0,0
2023-08-26,26.950403950729026,209,9.575638847584607,0,3.531747760707548,29.2596904741122,14.29608401996829,29.26493841856789,59.21004834503389,26.787924198546563,77.03788012570969,222.53313582773106,8,5,238,34,0,0,0,0
2023-08-27,30.15553512973565,115,167.23606018899568,0,9.575638847584607,26.950403950729026,3.531747760707548,29.2596904741122,14.29608401996829,29.26493841856789,27.4034706282604,166.57916952807895,8,6,239,34,1,0,0,0
2023-08-28,27.653252141171784,257,99.36835312929287,0,167.23606018899568,30.15553512973565,9.575638847584607,26.950403950729026,3.531747760707548,29.2596904741122,180.34344679728778,332.38968612092634,8,0,240,35,1,1,1,1
2023-08-29,30.629711933812832,26,39.423980758095475,0,99.36835312929287,27.653252141171784,167.23606018899568,30.15553512973565,9.575638847584607,26.950403950729026,276.1800521658731,388.9510193691982,8,1,241,35,0,1,0,1
2023-08-30,28.417303978359637,152,59.033620480914315,0,39.423980758095475,30.629711933812832,99.36835312929287,27.653252141171784,167.23606018899568,30.15553512973565,306.028394076384,392.64191304967835,8,2,242,35,0,0,0,1
2023-08-31,31.189755013386165,353,16.565941314226276,0,59.033620480914315,28.417303978359637,39.423980758095475,30.629711933812832,99.36835312929287,27.653252141171784,197.8259543683026,392.4654851855588,8,3,243,35,0,0,0,1
2023-09-01,26.047179113181652,30,2.406497114819249,0,16.565941314226276,31.189755013386165,59.033620480914315,28.417303978359637,39.423980758095475,30.629711933812832,115.02354255323601,394.7353424798167,9,4,244,35,0,0,0,0
2023-09-02,28.4946163006752,15,22.440242640819736,0,2.406497114819249,26.047179113181652,16.565941314226276,31.189755013386165,59.033620480914315,28.417303978359637,78.00605890995979,393.61009183392844,9,5,245,35,0,0,0,0
2023-09-03,31.134999157749004,325,9.491785397679823,0,22.440242640819736,28.4946163006752,2.406497114819249,26.047179113181652,16.565941314226276,31.189755013386165,41.4126810698652,406.4746956271636,9,6,246,35,0,0,0,0
2023-09-04,29.578114453854877,102,3.6000720276269806,0,9.491785397679823,31.134999157749004,22.440242640819736,28.4946163006752,2.406497114819249,26.047179113181652,34.338525153318756,248.73042083584772,9,0,247,36,0,0,0,0
2023-09-05,27.085336868945166,258,31.705836527049843,0,3.6000720276269806,29.578114453854877,9.491785397679823,31.134999157749004,22.440242640819736,28.4946163006752,35.53210006612648,152.96213973418182,9,1,248,36,0,0,0,0
2023-09-06,31.47403824620955,233,11.130399875395685,0,31.705836527049843,27.085336868945166,3.6000720276269806,29.578114453854877,9.491785397679823,31.134999157749004,44.797693952356596,145.2439955031362,9,2,249,36,0,0,0,0
2023-09-07,30.402170916799577,315,47.35848095935812,0,11.130399875395685,31.47403824620955,31.705836527049843,27.085336868945166,3.6000720276269806,29.578114453854877,46.43630843007246,97.34077489761756,9,3,250,36,0,0,0,0
2023-09-08,33.9560992514463,22,25.112749260968076,0,47.35848095935812,30.402170916799577,11.130399875395685,31.47403824620955,31.705836527049843,27.085336868945166,90.19471736180358,128.13331454274942,9,4,251,36,0,0,0,0
2023-09-09,26.818684452811617,289,22.588833816437685,0,25.112749260968076,33.9560992514463,47.35848095935812,30.402170916799577,11.130399875395685,31.47403824620955,83.60163009572183,150.83956668889823,9,5,252,36,0,0,0,0
